"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/12928388"">Xanatos</a>","There was 0 matches for the string Xanatos","There was 0 matches","952","","1","<a href=""https://aoe4world.com/players/9460765"">Xanatos</a>","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/12975095"">HappyAxie</a>","There was 0 matches for the string HappyAxie","There was 0 matches","System.Object[]","1","System.Object[]","HappyAxie","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/12973880"">mastermat64</a>","1364","1149","1419","1020","913","<a href=""https://aoe4world.com/players/7458735"">mastermat64</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/12973700"">hoseinm81</a>","1404","870","1414","1085","195","<a href=""https://aoe4world.com/players/11927895"">hoseinm81</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/12973102"">friendsandchaos</a>","1231","2263","1356","1549","663","<a href=""https://aoe4world.com/players/6761030"">friendsandchaos</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/12953975"">ThatBoyNathaN7</a>","There was 1 matches for the string ThatBoyNathaN7","There was 1 matches","1333","1687","114","<a href=""https://aoe4world.com/players/7043450"">ThatBoyNathaN7</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/12964428"">stealthyChak</a>","1240","2137","1306","2008","490","<a href=""https://aoe4world.com/players/6957231"">stealthyChak</a>","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/12962861"">Sci | Cow</a>","There was 0 matches for the string Cow","There was 0 matches","1289","2297","81","<a href=""https://aoe4world.com/players/5598156"">Cow</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/12942540"">Vegeta</a>","1185","3397","1283","2480","54","<a href=""https://aoe4world.com/players/11636485"">Vegeta</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/12951179"">Athule</a>","1406","828","1270","2687","25","<a href=""https://aoe4world.com/players/4262428"">Athule</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-30/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
