"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"Walmart Brand Oreos","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/16299100"">Walmart Brand Oreos</a>","There was 0 matches for the string Walmart Brand Oreos","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"Pisces0302","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/16299538"">Pisces0302</a>","There was 0 matches for the string Pisces0302","There was 0 matches","System.Object[]","1","System.Object[]","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7120167"">GRiM</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16264147"">GRiM</a>",,,"1541","1389","56","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11648581"">SamyarS80</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16298616"">SamyarS80</a>",,,"1519","1813","356","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/707064"">FitzBro</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16299713"">FitzBro</a>","1335","1082","1510","1949","1723","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/4794540"">jbarbs6169</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16297936"">jbarbs6169</a>","1435","510","1499","2053","533","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/4780787"">Synthexor</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16299558"">Synthexor</a>",,,"1488","2226","617","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6256219"">Boiiiiii3920</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16285781"">moreknights.com | Boiiiiii3920</a>",,,"1479","2371","373","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7788946"">Tayfan</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16298789"">VM | Tayfan</a>","1313","1203","1442","2920","613","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/9881331"">NOMMANELLA</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/16299520"">NOMMANELLA</a>",,,"1338","4883","421","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-73/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
