"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"alwezz97","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/15615577"">alwezz97</a>","There was 0 matches for the string alwezz97","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"_ChIvO__","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/15618167"">ILT | _ChIvO__</a>","There was 2 matches for the string _ChIvO__","There was 2 matches","System.Object[]","1","System.Object[]","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"SVX","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/15618130"">SVX</a>","There was 8 matches for the string SVX","There was 8 matches","System.Object[]","1","System.Object[]","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/9635414"">tutur</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15618710"">tutur</a>","1434","807","1537","1414","1591","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11648581"">SamyarS80</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15618037"">SamyarS80</a>","1383","2195","1517","1726","354","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11542811"">Bagsy</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15619429"">Bagsy</a>","1484","611","1506","1878","1984","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/3258233"">HeliosEdiy</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/15610817"">HeliosEdiy</a>","1214","4699","1252","10106","1399","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11226133"">DrunkenSmuggler</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/15610818"">DrunkenSmuggler</a>","1170","6105","1249","10234","2703","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2236507"">Hannodins</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15608130"">[ODM] | Hannodins</a>","1388","2163","1460","2777","457","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7788946"">Tayfan</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15618036"">VM | Tayfan</a>","1372","2272","1440","3263","572","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-64/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
