"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"Leviathan (WilliamWolfe)","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/17791917"">Leviathan (WilliamWolfe)</a>","There was 0 matches for the string Leviathan (WilliamWolfe)","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"Bulgee","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/17804120"">Bulgee</a>","There was 0 matches for the string Bulgee","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"Francis Bean","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/17803668"">Francis Bean</a>","There was 0 matches for the string Francis Bean","There was 0 matches","System.Object[]","1","System.Object[]","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/12133207"">fuguee</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/17804157"">fuguee</a>","1487","530","1534","1848","571","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11648581"">SamyarS80</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/17805724"">SamyarS80</a>","1339","1686","1500","2622","421","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/17818457"">Zork</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/17804527"">Zork</a>","1278","2213","1368","6053","317","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6566419"">Appoloin</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/17805148"">Appoloin</a>","1184","3994","1268","10578","2233","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/512100"">DJP</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/17755283"">DJP</a>","1179","4065","1264","10820","153","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/3690667"">SirPengwin</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/17792527"">SirPengwin</a>","1192","3888","1258","11206","445","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/4632757"">TheNavneet</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/17790220"">TheNavneet</a>","1191","3899","1254","11488","837","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-91-2-year-anniversary/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
