"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"TheGodmother","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/18937907"">KIR | TheGodmother</a>","There was 0 matches for the string TheGodmother","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"Asokich","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/18937949"">Asokich</a>","There was 0 matches for the string Asokich","There was 0 matches","System.Object[]","1","System.Object[]","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"[VM] ????????","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/18937975"">[VM] ????????</a>","There was 0 matches for the string [VM] ????????","There was 0 matches","System.Object[]","1","System.Object[]","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7966047"">Prod1gy</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/18937948"">Prod1gy</a>","1344","2070","1414","5279","135","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/20587464"">Kareem3id</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/18936039"">Kareem3id</a>","1278","2685","1377","6435","542","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/19809419"">M0rzie</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/18926199"">M0rzie</a>","1339","2101","1371","6634","332","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6265672"">Nomad</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/18937503"">Nomad</a>","1307","2388","1350","7504","1003","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/10534374"">Krautch</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/18937967"">Krautch</a>","1251","3050","1335","8127","43","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6566419"">Appoloin</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/18937027"">Appoloin</a>","1241","3208","1309","9398","2604","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11447339"">Chickennoob9376</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18937654"">Chickennoob9376</a>","1224","3539","1294","10146","601","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-106/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
