"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18618897"">Realt1ger</a>","1502","451","1544","1701","1512","<a href=""https://aoe4world.com/players/18504557"">Realt1ger</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18615905"">Vegeta</a>","1472","534","1522","2241","898","<a href=""https://aoe4world.com/players/11636485"">Vegeta</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18628024"">Kareem3id</a>","1322","1548","1398","5619","444","<a href=""https://aoe4world.com/players/20587464"">Kareem3id</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18591040"">MR.WARRioR</a>","1285","1837","1385","6044","456","<a href=""https://aoe4world.com/players/16727602"">MR.WARRioR</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18621897"">Sormeon</a>","1273","1950","1364","6769","1035","<a href=""https://aoe4world.com/players/7249883"">Sormeon</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/18627441"">DumBirb</a>","1215","2729","1305","9378","1015","<a href=""https://aoe4world.com/players/8164749"">DumBirb</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18590841"">Fucraz</a>","1228","2447","1252","12758","404","<a href=""https://aoe4world.com/players/7757127"">Fucraz</a>","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18627318"">WhateverTuba329</a>","1178","3375","1222","14958","1200","<a href=""https://aoe4world.com/players/8266441"">WhateverTuba329</a>","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18628007"">Untapped RadianceTM</a>","998","8203","1095","29404","171","<a href=""https://aoe4world.com/players/18604418"">Untapped RadianceTM</a>","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/18628016"">uzairfly</a>","There was 0 matches for the string uzairfly","There was 0 matches","1084","31350","63","<a href=""https://aoe4world.com/players/17968311"">uzairfly</a>","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-103/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
