"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"Gunner","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/15767209"">Gunner</a>","There was 50 matches for the string Gunner","There was 50 matches","System.Object[]","1","System.Object[]","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"PavelaDurova","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/15767132"">PavelaDurova</a>","There was 0 matches for the string PavelaDurova","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"alwezz97","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/15770389"">alwezz97</a>","There was 0 matches for the string alwezz97","There was 0 matches","System.Object[]","1","System.Object[]","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2118113"">Mikadoman</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15769548"">Mikadoman</a>","1421","931","1434","3534","1295","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/4711882"">TheIncan</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15769243"">TheIncan</a>","1378","2444","1414","4091","851","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11927895"">hosein81</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15768857"">hosein81</a>","1296","3346","1380","4933","548","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7038867"">Rode</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15747594"">Rode</a>","1311","3125","1367","5305","2033","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6566419"">Appoloin</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/15770352"">Appoloin</a>","1272","3669","1308","7454","1641","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/15094371"">Evasion</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/15768796"">Evasion</a>","1198","6023","1260","9899","114","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/217612"">Eradicus</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/15734962"">Eradicus</a>","1159","6962","1258","10075","390","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/3696245"">Free</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15769343"">Free</a>","1157","7014","1239","11286","1310","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8010816"">[R.E.] KingSmurf</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15712549"">KingSmurf</a>","1124","8140","1216","12823","476","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6969903"">Valar?ma</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/15768403"">Valar?ma</a>","1020","13558","1195","14321","158","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-66/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
