"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/19144956"">Gold</a>","There was 50 matches for the string Gold","There was 50 matches","System.Object[]","1","System.Object[]","<a href=""https://aoe4world.com/players/20236853"">Gold</a>","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/19132535"">rachbulo</a>","1400","1527","1583","1084","144","<a href=""https://aoe4world.com/players/15122619"">rachbulo</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/19134026"">Realt1ger</a>","1459","700","1549","1570","1754","<a href=""https://aoe4world.com/players/18504557"">Realt1ger</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/19131223"">Vegeta</a>","1400","1670","1515","2518","939","<a href=""https://aoe4world.com/players/11636485"">Vegeta</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/19134636"">StompingHoof</a>","1423","855","1480","3286","2418","<a href=""https://aoe4world.com/players/8827384"">StompingHoof</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/19144614"">Synthexor</a>","1402","1092","1463","3782","1280","<a href=""https://aoe4world.com/players/4780787"">Synthexor</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/19143867"">VES | kripipasta</a>","1360","2219","1408","5484","582","<a href=""https://aoe4world.com/players/16393399"">kripipasta</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/19124111"">Sir Schmeckles</a>","1266","3254","1367","6833","340","<a href=""https://aoe4world.com/players/436731"">Sir Schmeckles</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/19145868"">SamyarS80</a>","1245","3579","1351","7474","977","<a href=""https://aoe4world.com/players/6687875"">SamyarS80</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/19145563"">173 | greeneggNham</a>",,,"1327","8489","80","<a href=""https://aoe4world.com/players/9288702"">greeneggNham</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-109/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
