"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"kripipasta","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/19282569"">VES | kripipasta</a>","There was 0 matches for the string kripipasta","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11693076"">kazama</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/19283634"">ls | kazama</a>","There was 0 matches for the string kazama","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/3212222"">Tomioka</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/19283682"">ICRS | Tomioka</a>","There was 12 matches for the string Tomioka","There was 12 matches","System.Object[]","1","System.Object[]","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"whorrified","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/19281333"">whorrified</a>","There was 0 matches for the string whorrified","There was 0 matches","System.Object[]","1","System.Object[]","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/9635414"">tutur</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/19281127"">tutur</a>","1363","2401","1463","3814","1921","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/16228578"">Namenlose</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/19269158"">Namenlose</a>","1373","2318","1458","3965","817","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/9569223"">Werbix</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/19281899"">Werbix</a>","1365","2389","1456","4029","1270","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7703131"">LovePierogi</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/19273268"">LovePierogi</a>","1371","2337","1436","4704","710","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/4780787"">Synthexor</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/19282885"">Synthexor</a>","1259","3647","1352","7667","1329","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2634275"">AKORS</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/19282100"">AKORS</a>","1207","5174","1300","10169","371","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/9363257"">Buzzingrapier86</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/19241790"">Buzzingrapier86</a>","1211","4959","1257","13122","1141","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/512100"">DJP</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/19267964"">DJP</a>","1166","6290","1240","14486","334","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/14124731"">Shikanoko</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/19283597"">Shikanoko</a>","1156","6551","1228","15378","1017","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/16939460"">Sorrowangel</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/19283920"">Sorrowangel</a>","There was 2 matches for the string Sorrowangel","There was 2 matches","1227","15446","1039","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8288936"">Emrys</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/19263253"">MaximumDamage | Emrys</a>","1233","4177","1222","15912","907","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/17500624"">Nozon1</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/19283341"">Nozon1</a>","1135","7222","1202","17640","116","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/19704812"">xRelLiXx</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/19271113"">xRelLiXx</a>","1102","8427","1160","21813","259","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8963142"">KirkSalvator</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/19283711"">KirkSalvator</a>","996","14755","1122","26829","229","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8380630"">Elpi Ketcha</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/19284371"">Elpi Ketcha</a>","1040","11154","1117","27563","515","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6520241"">FunkyFranky</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/19278507"">FunkyFranky</a>","1023","12189","1111","28479","177","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/18176558"">StevezGamez</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/19280478"">StevezGamez</a>","1019","12499","1094","31264","808","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/19232232"">Morsag</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/19281693"">Morsag</a>","784","28491","1076","34558","144","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6592588"">IDLE VILLAGER</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/19283227"">IDLE VILLAGER</a>","992","14948","1076","34642","196","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-111/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
