"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12813973"">Knusch</a>","1894","34","1945","33","341","<a href=""https://aoe4world.com/players/3592037"">Knusch</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12833017"">PCS | Chuckfrancis</a>","1630","128","1715","130","957","<a href=""https://aoe4world.com/players/520130"">Chuckfrancis</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12832581"">GG | ISanych</a>","1628","129","1669","167","142","<a href=""https://aoe4world.com/players/7421328"">ISanych</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12833198"">Shellbee</a>","1550","219","1669","169","963","<a href=""https://aoe4world.com/players/6514515"">Shellbee</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12821728"">Szalamii1</a>","1923","28","2007","18","750","<a href=""https://aoe4world.com/players/6924135"">Szalamii1</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12831752"">3D! | Anotand</a>","1746","72","1910","36","610","<a href=""https://aoe4world.com/players/8432378"">Anotand</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12831098"">DivineDFP</a>","1950","22","1922","41","1086","<a href=""https://aoe4world.com/players/585764"">DivineDFP</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12832390"">Numudan</a>","1814","54","1879","57","797","<a href=""https://aoe4world.com/players/9298419"">Numudan</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12831515"">coRe</a>","1837","49","1865","64","1026","<a href=""https://aoe4world.com/players/7090781"">CoRe</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12833448"">GiveUAnxiety</a>","1760","69","1797","86","2007","<a href=""https://aoe4world.com/players/3553830"">GiveUAnxiety</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12823441"">M7</a>","1610","149","1655","187","147","<a href=""https://aoe4world.com/players/6971273"">M7</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12834018"">OpDVlaM</a>","1457","410","1518","497","477","<a href=""https://aoe4world.com/players/8463481"">OpDVlaM</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12824760"">antihero3mio der VIII</a>","1552","214","1495","599","456","<a href=""https://aoe4world.com/players/7601016"">antihero3mio der VIII</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12821734"">Gullyd3ck3l</a>","1370","964","1461","745","612","<a href=""https://aoe4world.com/players/8945737"">Gullyd3ck3l</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club/entrant/12832065"">Ezra123</a>","1349","1056","1443","857","517","<a href=""https://aoe4world.com/players/9014000"">Ezra123</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-28/event/the-warchief-club"">The Warchief Club</a>"
