"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13250357"">Maneas</a>","There was 0 matches for the string Maneas","There was 0 matches","1044","","15","<a href=""https://aoe4world.com/players/5683626"">Maneas</a>","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13237931"">Finn</a>","There was 0 matches for the string Finn","There was 0 matches","1287","","18","<a href=""https://aoe4world.com/players/6827944"">Finn</a>","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13228145"">Higgs</a>","1415","726","1162","","195","<a href=""https://aoe4world.com/players/225491"">Higgs</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13253994"">CREADO2</a>","There was 4 matches for the string CREADO2","There was 4 matches","System.Object[]","1","System.Object[]","CREADO2","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13264549"">Combi | | _ChIvO__</a>","There was 2 matches for the string _ChIvO__","There was 2 matches","System.Object[]","1","System.Object[]","_ChIvO__","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/13253958"">Phanatic</a>","1003","11322","System.Object[]","1","System.Object[]","<a href=""https://aoe4world.com/players/73290"">Phanatic</a>","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13209234"">HappyAxie</a>","There was 0 matches for the string HappyAxie","There was 0 matches","System.Object[]","1","System.Object[]","HappyAxie","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/13253955"">OLERYUS | AMA</a>","There was 50 matches for the string AMA","There was 50 matches","System.Object[]","1","System.Object[]","AMA","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13237063"">hoseinm81</a>","1404","1017","1414","1085","195","<a href=""https://aoe4world.com/players/11927895"">hoseinm81</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/13231124"">Aixx</a>","1413","788","1389","1175","59","<a href=""https://aoe4world.com/players/2646918"">Aixx</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-35/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
