"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"alwezz97","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/15917332"">alwezz97</a>","There was 0 matches for the string alwezz97","There was 0 matches","System.Object[]","1","System.Object[]","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2118113"">Mikadoman</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15917966"">Mikadoman</a>","1400","1563","1434","2361","1295","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/4711882"">TheIncan</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15918500"">TheIncan</a>","1254","3010","1344","3309","884","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6388574"">Rahl429</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15918575"">Rahl429</a>","1307","10967","1337","3410","427","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8804293"">Jgpopper3</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/15917051"">Jgpopper3</a>",,,"1080","11634","81","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/3648327"">KPat</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15915265"">KPat</a>","1420","955","1495","1834","85","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11927895"">hosein81</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15906660"">hosein81</a>","1409","1011","1452","2200","578","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/7038867"">Rode</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15915940"">Rode</a>","1414","3400","1444","2272","2037","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2930552"">Draxos</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15913806"">R.E. | Draxos</a>","1315","2352","1367","3030","1257","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11636485"">Vegeta</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo/entrant/15918482"">Vegeta</a>","1239","3203","1329","3506","483","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-68/event/low-elo-legends-top-bracket-1250-1550-ranked-elo"">Low Elo Legends - Top Bracket (1250-1550 Ranked Elo)</a>"
