"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"Sorrowangel","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/14576679"">Sorrowangel</a>","There was 2 matches for the string Sorrowangel","There was 2 matches","System.Object[]","1","System.Object[]","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"_ChIvO__","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/14567878"">ILT | _ChIvO__</a>","There was 2 matches for the string _ChIvO__","There was 2 matches","System.Object[]","1","System.Object[]","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"DumBirb","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14576495"">DumBirb</a>","There was 0 matches for the string DumBirb","There was 0 matches","System.Object[]","1","System.Object[]","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"mSj[Dreamer]","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14577947"">mSj[Dreamer]</a>","There was 0 matches for the string mSj[Dreamer]","There was 0 matches","System.Object[]","1","System.Object[]","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"TerrorBlade","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14555309"">TerrorBlade</a>","There was 3 matches for the string TerrorBlade","There was 3 matches","System.Object[]","1","System.Object[]","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2646918"">Aixx</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14579900"">Aixx</a>","1435","672","1466","1678","64","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2118113"">Mikadoman</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14579530"">Mikadoman</a>","1400","1395","1442","2014","938","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/9060318"">Anubis4M</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14579338"">Anubis4M</a>","1296","2380","1433","2132","256","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2236507"">Hannodins</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14578671"">[ODM] | Hannodins</a>","1297","2358","1220","2968","21","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11542811"">Bagsy</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14579343"">Bagsy</a>","1316","2150","1360","3273","1689","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/15377567"">butter</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14554727"">butter</a>","1333","2009","1354","3368","247","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8064820"">Quarfelburg</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14578915"">Quarfelburg</a>","1297","2367","1335","3762","877","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11989139"">AntiRaider</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14579162"">AntiRaider</a>","1297","2364","1332","3812","188","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11648581"">SamyarS80</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14568458"">SamyarS80</a>","1271","2605","1326","3956","255","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11020395"">fenix</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14556536"">fenix</a>","1228","3264","1291","4909","474","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8010816"">[R.E.] KingSmurf</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14554728"">KingSmurf</a>","1198","4487","1270","5627","374","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/673877"">Pot4toX</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14578555"">Pot4toX</a>","1183","4714","1262","5920","119","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/6489303"">Reddarksider</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14567902"">Reddarksider</a>","1168","5000","1248","6483","611","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/1261258"">Howard Beale</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14574606"">Howard Beale</a>","1105","6703","1183","9385","631","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/3258233"">HeliosEdiy</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/14580453"">HeliosEdiy</a>","1025","9901","1119","13555","1126","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/3258233"">HeliosEdiy</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/14580444"">HeliosEdiy</a>","1025","9901","1119","13555","1126","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-53/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
