"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/15458748"">Bella</a>","There was 0 matches for the string Bella","There was 0 matches","System.Object[]","1","System.Object[]","<a href=""https://aoe4world.com/players/7916120"">Bella</a>","Middle Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo/entrant/15450569"">DumBirb (Worrier Scout)</a>","There was 0 matches for the string DumBirb (Worrier Scout)","There was 0 matches","System.Object[]","1","System.Object[]","DumBirb (Worrier Scout)","Middle Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-middle-bracket-1050-1350-ranked-elo"">Low Elo Legends - Middle Bracket (1050-1350 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/15461846"">mSj[Dreamer]</a>","There was 0 matches for the string mSj[Dreamer]","There was 0 matches","System.Object[]","1","System.Object[]","mSj[Dreamer]","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-bottom-bracket-1100-ranked-elo/entrant/15451253"">TB | Zy`</a>","There was 2 matches for the string Zy`","There was 2 matches","System.Object[]","1","System.Object[]","Zy`","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-bottom-bracket-1100-ranked-elo"">Low Elo Legends - Bottom Bracket (<1100 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/15462909"">Bagsy</a>","1420","893","1462","2653","1979","<a href=""https://aoe4world.com/players/11542811"">Bagsy</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/15463509"">VM | Tayfan</a>","1408","1040","1457","2773","556","<a href=""https://aoe4world.com/players/7788946"">Tayfan</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/15463453"">sub.Stan.dard.op</a>","1165","5685","1448","2981","143","<a href=""https://aoe4world.com/players/6387591"">sub.Stan.dard.op</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/15462537"">Mikadoman</a>","1445","744","1446","3029","1288","<a href=""https://aoe4world.com/players/2118113"">Mikadoman</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/15463024"">Luckywiep0w0</a>","1316","2533","1413","3823","60","<a href=""https://aoe4world.com/players/10998975"">Luckywiep0w0</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo/entrant/15462990"">Jizzy</a>","1210","4424","1387","4436","1109","<a href=""https://aoe4world.com/players/7256478"">Jizzy</a>","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-62/event/low-elo-legends-top-bracket-1250-1475-ranked-elo"">Low Elo Legends - Top Bracket (1250-1475 Ranked Elo)</a>"
